access_num,gid,koid,cogid,hprd_nid,nhit_ref,nevalue,nscore,hprd_aid,ahit_ref,aevalue,ascore,degid,organismid
CEG2326,12045299,---,---,12140,NM_020666.2,0.92,100,09774_6,NP_001121056.1,1.30E-01,24.35,DEG10060356,8
CEG2327,12045300,---,---,16763,NM_015989.4,0.12,100,09875_1,NP_005751.2,2.5,32.56,DEG10060357,8
CEG0227,12045301,K14540,COG1161R,5150,NM_003854.2,0.061,100,06514_1,NP_061940.1,1.00E-72,20.34,DEG10060358,8
CEG0898,12045302,---,COG1284S,15153,NM_016076.3,0.09,95.83,03133_3,NP_001035233.1,1.10E-01,26.92,DEG10060359,8
CEG0123,12045303,K02884,COG0335J,6995,NM_198586.2,0.1,86.05,11370_2,NP_055578.2,5.00E-33,27,DEG10060360,8
CEG0034,12045304,K00554,COG0336J,7957,NM_001039580,0.013,100,01568_2,NP_937883.1,3.8,38.46,DEG10060361,8
CEG0096,108885115,K02959,COG0228J,15450,NM_001128206,0.33,95.45,14778_1,NP_057149.1,3.00E-03,28.57,DEG10060362,8
CEG0462,12045306,---,COG0534V,19452,NM_001142645,0.13,100,07703_1,NP_060712.2,5.10E-01,36.07,DEG10060363,8
CEG0596,12045307,K07305,---,19427,NM_001099289,2.1,100,14785_2,NP_001026849.1,4.00E-56,46.77,DEG10060364,8
CEG0449,108885116,---,COG1307S,12392,NM_182662.1,0.066,100,01036_1,NP_005564.1,2.1,26.55,DEG10060365,8
CEG0179,12045310,K02358,COG0050J,5691,NM_007018.4,0.36,95.65,03861_1,NP_003312.3,2.00E-132,55.33,DEG10060366,8
CEG0319,12045312,K00963,COG1210M,13284,NM_032270.4,0.26,100,13589_2,NP_068806.1,1.00E-86,22.35,DEG10060367,8
CEG0037,108885117,K01866,COG0162J,16804,NM_001037954,0.001,100,13025_2,NP_001035526.1,6.00E-155,27.96,DEG10060368,8
CEG0137,12045316,K03798,COG0465O,4084,NM_002802.2,3.00E-06,90.91,05205_1,NP_006787.1,0,41.95,DEG10060369,8
CEG0381,12045317,K00760,COG0634F,12635,NM_001008726,0.62,100,02388_1,NP_000185.1,2.00E-68,23.86,DEG10060370,8
CEG2328,12045318,---,---,15250,NM_021930.4,0.038,100,05514_1,NP_036469.2,1.90E-02,23.66,DEG10060371,8
CEG0815,108885118,K06885,COG1418R,10856,NM_025114.3,0.097,100,08418_1,NP_056289.2,3.00E-127,25.63,DEG10060372,8
CEG0151,12045321,K01885,COG0008J,222,NM_020388.3,0.11,100,11174_3,NP_001077083.1,9.00E-141,38.76,DEG10060373,8
CEG0099,12045323,K03217,COG0706U,19073,NM_001080430,0.35,95.65,09459_2,NP_056451.3,1.40E-01,24.07,DEG10060374,8
CEG0100,12045324,K03536,COG0594J,7740,NM_018356.2,0.11,100,18882_1,NP_036298.2,9.00E-02,36.36,DEG10060375,8
CEG0127,12045325,K02914,COG0230J,17521,NM_001136497,2.5,100,14754_1,NP_076426.1,4.00E-03,41.03,DEG10060376,8
CEG1910,12045326,---,COG1136V,13903,BX537912.1,0.071,90.63,10622_1,NP_525023.2,6.00E-68,22.69,DEG10060377,8
CEG0398,12045327,K02004,---,17931,NM_178460.2,1.6,95.65,06358_2,NP_110408.2,3.50E-01,25.74,DEG10060378,8
CEG0286,12045328,K02003,COG1136V,15755,NM_014519.2,0.065,100,12400_1,NP_525021.3,4.00E-71,22.54,DEG10060379,8
CEG0079,12045329,K02313,COG0593L,421,NM_002449.4,0.4,100,12804_1,NP_919226.1,2,39.53,DEG10060380,8
CEG0407,12045330,K03496,COG1192D,1802,NM_021961.4,0.061,100,05197_1,NP_054860.1,4.6,32.65,DEG10060381,8
CEG0430,15899953,K06942,COG0012J,8578,NM_024953.2,0.34,95.65,15194_1,NP_037473.3,3.00E-163,43.32,DEG10070001,15
CEG0035,15899954,K01056,COG0193J,19617,NM_001136262,0.67,95.45,12936_1,NP_001002913.1,4.00E-73,32.02,DEG10070002,15
CEG0381,15899961,K00760,COG0634F,8189,NM_173613.1,0.16,100,02388_1,NP_000185.1,8.00E-73,33.89,DEG10070003,15
CEG0225,15900063,K12574,COG0595R,5272,NM_001113178,2,100,13377_2,NP_115555.1,1.00E-83,25.11,DEG10070004,15
CEG2487,15900064,---,---,9827,NM_017693.3,0.26,95.45,09480_1,NP_060254.2,2.60E-01,42.5,DEG10070005,15
CEG0036,15900071,K01409,COG0533O,13134,NM_206918.2,1.2,100,07026_1,NP_071748.2,1.00E-113,33.63,DEG10070006,15
CEG0559,15900116,K03550,COG0632L,5176,NM_006771.3,0.18,100,04685_1,NP_004718.1,3.70E-01,32.2,DEG10070007,15
CEG2488,15900129,---,---,2990,NM_021965.3,1.2,100,18622_1,NP_001019852.1,2.5,26.32,DEG10070008,15
CEG0336,15900193,K03551,COG2255L,12537,NM_032444.2,0.3,100,10958_2,NP_001036227.1,7.00E-51,18.82,DEG10070009,15
CEG0444,15900197,K11749,COG0750M,2375,NM_000808.3,0.096,100,10716_1,NP_065965.4,9.60E-01,39.22,DEG10070010,15
CEG0197,15900200,K00820,COG0449M,1184,NM_004533.3,0.009,100,00702_1,NP_002047.2,0,31.73,DEG10070011,15
CEG0083,15900207,K02355,COG0480J,11847,NM_032972.1,0.63,100,09413_1,NP_115756.2,0,38.22,DEG10070012,15
CEG0252,15900265,K03438,COG0275M,16116,NM_018200.2,0.28,95.65,08750_2,NP_001107000.1,1.00E-128,35.78,DEG10070013,15
CEG0147,15900268,K01000,COG0472M,12390,NM_016161.2,0.29,100,01879_1,NP_001373.2,4.00E-88,23.38,DEG10070014,15
CEG0509,15900276,K01104,COG4464GM,2998,NM_002072.2,0.055,100,19679_2,NP_001094896.1,1.90E-01,41.67,DEG10070015,15
CEG0782,15900293,K03700,COG3331R,4177,NM_001005242,0.18,100,09006_1,NP_055006.1,5.50E-01,31.91,DEG10070016,15
CEG0185,15900321,K03100,COG0681U,14342,NM_007358.3,2.8,95.24,08048_1,NP_659418.1,2.00E-40,26.14,DEG10070017,15
CEG1176,15900338,K02371,COG2070R,2385,NM_000133.3,0.29,100,08624_1,NP_060273.1,6.80E-02,31.25,DEG10070018,15
CEG0144,15900339,K00645,COG0331I,15725,NM_020828.1,0.018,100,02567_1,NP_004095.4,3.00E-97,25.68,DEG10070019,15
CEG0004,15900340,K00059,COG1028IQR,12455,NM_017664.2,0.22,100,07484_1,NP_066284.2,4.00E-70,33.06,DEG10070020,15
CEG0437,15900341,K09458,COG0304IQ,13663,NM_001042406,0.37,100,07931_1,NP_060367.1,1.00E-165,37.98,DEG10070021,15
CEG0177,15900342,K02160,COG0511I,3251,NM_003211.4,0.14,95.65,01951_1,NP_064551.3,2.00E-28,27.78,DEG10070022,15
CEG0180,15900343,K02372,COG0764I,6634,NM_001137554,0.12,100,12597_1,NP_775843.2,1.8,30,DEG10070023,15
CEG0174,15900344,K01961,COG0439I,1981,NM_001127692,2.00E-06,88.46,01951_1,NP_064551.3,0,46.36,DEG10070024,15
CEG0153,15900345,K01963,COG0777I,19167,NM_001080534,4.1,100,01982_1,NP_000523.2,1.00E-68,24.87,DEG10070025,15
CEG0077,15900346,K01962,COG0825I,13549,NM_014947.3,0.23,100,01982_1,NP_000523.2,3.00E-03,24.81,DEG10070026,15
CEG0338,15900351,K03625,COG0781K,18485,NM_138400.1,1.9,100,00075_1,NP_008816.3,1.8,23.62,DEG10070027,15
CEG0178,15900353,K02356,COG0231J,9583,NM_016272.3,0.66,100,10406_1,BAB12247.1,2.5,24.24,DEG10070028,15
CEG0807,15900373,K06153,COG1968V,17008,NM_020179.2,0.25,95.65,,,no hit,no hit,DEG10070029,15
CEG0064,15900413,K00927,COG0126G,17235,NM_020738.2,0.36,100,01393_1,NP_620061.2,0,45.04,DEG10070030,15
CEG0841,15900466,K07742,COG2740K,15634,NM_020718.3,0.33,100,13764_1,NP_076419.2,2.6,23.21,DEG10070031,15
CEG2489,15900490,---,---,16616,NM_031427.2,0.59,100,02431_1,NP_002961.1,5.50E-02,25,DEG10070032,15
CEG0002,15900491,K01890,COG0072J,12974,NM_001135775,0.73,100,09947_1,NP_005678.3,2.00E-84,25.19,DEG10070033,15
CEG0593,15900521,K07021,COG0595R,14244,NM_017530.1,0.5,100,13377_2,NP_115555.1,1.00E-88,20.3,DEG10070034,15
CEG0778,15900573,K03665,COG2262R,4902,NM_004724.2,0.37,100,02128_1,NP_036359.1,1.00E-133,33.04,DEG10070035,15
CEG0497,15900575,K00784,COG1234R,9787,NM_001002814,0.018,100,16275_1,NP_061166.1,3.00E-111,36.59,DEG10070036,15
CEG0823,15900636,K07007,COG2081R,18454,NM_001013711,0.089,100,02006_1,NP_000099.2,9.00E-03,45.24,DEG10070037,15
CEG0182,118090032,K02836,COG1186J,11987,NM_005738.3,1.3,100,06855_1,NP_004285.2,2.00E-112,32.49,DEG10070038,15
CEG0122,15900672,K02860,COG0806J,18997,NM_030647.1,2.4,100,13280_1,NP_620411.2,1.1,36,DEG10070039,15
CEG0034,15900673,K00554,COG0336J,5136,NM_170662.3,0.21,100,16950_1,NP_001007530.1,8.50E-02,28.99,DEG10070040,15
CEG0427,15900696,K05837,COG0772D,6486,NM_173078.2,0.093,100,13052_1,NP_064629.2,1.20E-01,26.53,DEG10070041,15
CEG0013,15900699,K02470,COG0187L,1715,NM_033161.2,0.59,100,00536_1,NP_001058.2,0,25.41,DEG10070042,15
CEG0812,15900700,K06286,COG4477D,10242,NM_001142286,0.52,100,09529_1,NP_115997.5,1.00E-67,21.06,DEG10070043,15
CEG0317,15900726,K00867,COG1072H,15149,NM_172069.3,0.28,100,18256_2,NP_001129426.1,2.00E-62,28.65,DEG10070044,15
CEG1500,15900747,K07170,COG1956T,10219,NM_003966.2,0.58,100,04041_2,NP_001137311.1,1.50E-01,26.53,DEG10070045,15
CEG0119,15900748,K02343,COG2812L,18809,NM_001031854,0.5,92.59,00022_2,NP_853551.1,7.00E-107,25.55,DEG10070046,15
CEG0446,15900756,---,COG0628R,10432,NM_014616.1,0.021,100,06802_1,NP_003751.2,1.9,25.22,DEG10070047,15
CEG0012,15900778,K02337,COG0587L,17184,NM_014844.2,0.24,95.83,09581_1,NP_078805.3,2.6,38.89,DEG10070048,15
CEG0398,15900794,K02004,---,15728,NM_199426.1,0.15,100,06076_2,NP_001137429.1,6.90E-01,25,DEG10070049,15
CEG0082,15900816,K02341,COG0470L,7765,NM_024986.1,0.068,95.83,02677_4,NP_001123585.1,1.70E-01,29.09,DEG10070050,15
CEG0043,15900824,K02838,COG0233J,9018,NM_130438.2,0.17,100,06856_1,NP_620132.1,7.00E-62,30,DEG10070051,15
CEG0163,15900844,K07042,COG0319R,13274,NM_015630.3,0.009,100,10754_1,NP_478061.1,2.00E-55,23.74,DEG10070052,15
CEG0146,15900848,K00859,COG0237H,11683,NM_033656.2,0.18,100,08012_2,NP_001122103.1,7.00E-75,40.31,DEG10070053,15
CEG0548,15900851,K03075,COG1314U,6748,NM_148171.1,0.066,100,,,no hit,no hit,DEG10070054,15
CEG0162,15900863,K04042,COG1207M,14868,NM_030771.1,0.42,100,13589_2,NP_068806.1,4.00E-130,20.73,DEG10070055,15
CEG0017,15900891,K02835,COG0216J,12430,NM_025225.2,0.32,95.65,06855_1,NP_004285.2,1.00E-128,35.62,DEG10070056,15
CEG0161,15900936,K03588,COG0772D,13528,NM_198529.3,0.006,96.15,00064_1,NP_000662.3,1.4,46.67,DEG10070057,15
CEG0138,15900948,K03979,COG0536R,16034,NM_004147.3,0.39,95.65,13617_1,NP_056481.1,1.00E-115,41.89,DEG10070058,15
CEG0106,15900950,K00790,COG0766M,14240,AF242772.1,5.9,100,,,no hit,no hit,DEG10070059,15
CEG1565,15900965,K07816,COG2357S,13114,NM_001130518,0.013,96,04393_1,NP_003651.1,1.60E-01,26.42,DEG10070060,15
CEG0145,15900966,K00858,COG0061G,5688,NM_001113512,0.062,100,16907_1,NP_075394.3,7.00E-61,29.49,DEG10070061,15
CEG0254,15900980,K03530,COG0776L,6072,NM_052822.2,0.079,95.65,17214_1,NP_065928.2,4.00E-01,32.69,DEG10070062,15
CEG0227,15901020,K14540,COG1161R,7879,NM_001034850,0.016,96,11602_1,NP_612393.2,6.00E-69,29.7,DEG10070063,15
CEG0598,15901089,K07668,COG0745TK,12918,NM_138446.1,0.83,100,18052_2,NP_001136116.1,2.3,27.5,DEG10070064,15
CEG0557,15901108,K03529,COG1196D,10404,NM_005791.1,0.069,100,09276_3,NP_001002800.1,0,21.63,DEG10070066,15
CEG0160,15901123,K03168,COG0550L,13920,NM_016531.5,0.64,100,03145_1,NP_004609.1,0,25.67,DEG10070067,15
CEG0466,15901130,---,COG1063ER,12360,NM_018212.4,0.31,100,00066_1,NP_000660.1,3.00E-92,20.25,DEG10070068,15
CEG0171,15901131,K00991,COG1211I,9418,NM_015132.4,0.21,100,19679_2,NP_001094896.1,9.00E-95,28.33,DEG10070069,15
CEG0134,15901147,K03106,COG0541U,7077,NM_000926.4,0.12,100,05330_1,NP_003127.1,3.00E-172,31.24,DEG10070070,15
CEG1604,15901148,K09787,COG2739S,2262,NM_001080975,0.38,93.33,11632_1,NP_149985.2,8.00E-02,38.89,DEG10070071,15
CEG0382,15901274,K00763,COG1488H,13482,NM_001004299,1.7,100,15161_1,NP_660202.3,0,32.16,DEG10070072,15
CEG0299,15901363,K03624,COG0782K,15147,NM_024613.2,0.56,100,10369_1,NP_036427.1,3.90E-01,29.63,DEG10070073,15
CEG0371,15901374,---,COG2244R,12323,NM_020821.1,0.48,100,11595_1,NP_660208.2,9.00E-01,35,DEG10070074,15
CEG0797,15901375,K05362,COG0769M,11163,NM_032424.1,0.44,100,11287_2,NP_001127951.1,3.80E-01,29.63,DEG10070075,15
CEG0111,15901378,K01507,COG1227C,16833,NM_033407.2,1.1,100,15188_1,NP_067045.1,6.00E-105,24.43,DEG10070076,15
CEG0056,15901384,K03111,COG0629L,9979,NM_033647.2,2.2,100,02703_1,NP_003134.1,4.00E-43,26.09,DEG10070077,15
CEG0173,15901386,K01893,COG0017J,18732,NM_001034172,0.4,100,00154_1,NP_004530.1,4.00E-146,34.73,DEG10070078,15
CEG2490,15901388,---,---,19302,NM_001085447,2,100,03114_1,NP_006251.1,5.80E-01,33.33,DEG10070079,15
CEG0167,15901398,K00215,COG0289E,18970,NM_021118.1,0.23,100,12204_1,NP_116586.1,2.4,38.3,DEG10070080,15
CEG0187,15901402,K03431,COG1109G,11071,NM_015138.4,1.6,100,01390_1,NP_056414.1,8.00E-107,21.41,DEG10070081,15
CEG0058,15901411,K03978,COG0218R,16209,NM_023915.3,0.044,92.86,13700_4,NP_054889.2,4.00E-71,34.71,DEG10070082,15
CEG0210,15901431,K01928,COG0769M,246,NM_001129835,0.4,100,10501_1,NP_149025.1,5.40E-01,32.73,DEG10070083,15
CEG0591,15901432,K07009,COG3442R,10307,NM_015023.3,0.23,100,06330_1,NP_620686.1,4,23.81,DEG10070084,15
CEG0501,15901438,K00868,COG0351H,15092,NM_001128150,0.015,100,01526_1,NP_003672.1,1.00E-32,31.82,DEG10070085,15
CEG0821,15901450,K06967,COG2384R,17078,NM_017551.2,3.1,100,11698_1,NP_060082.2,8.70E-01,27.38,DEG10070086,15
CEG1776,15901453,---,COG0036G,9909,NM_203499.1,0.21,100,01608_2,NP_954699.1,5.00E-88,31.68,DEG10070087,15
CEG0105,15901460,K00655,COG0204I,17362,NM_001010895,0.88,100,04373_2,NP_006403.2,2.00E-02,26.09,DEG10070088,15
CEG0385,15901481,K00951,COG0317TK,12006,NM_020433.4,0.011,100,14635_1,NP_940929.1,2.00E-43,40,DEG10070089,15
CEG1613,15901484,K09820,COG1121P,10115,NM_005821.3,0.85,95.45,01370_1,NP_000918.2,6.00E-59,24.47,DEG10070090,15
CEG1369,15901496,K04074,COG3599D,7214,NM_004521.2,0.24,100,01030_1,NP_002284.3,2.00E-56,22.5,DEG10070091,15
CEG0431,15901500,K06997,COG0325R,18918,NM_198551.2,0.051,100,16060_1,NP_009129.1,6.00E-73,35.83,DEG10070092,15
CEG0621,15901559,K00054,COG1257I,15837,NM_001102651,0.38,100,00836_1,NP_000850.1,4.00E-134,24.09,DEG10070093,15
CEG0258,15901564,K08884,COG0515RTKL,19100,NM_001042553,2.4,95.45,04058_4,NP_001122392.1,2.00E-119,22.87,DEG10070094,15
CEG0508,15901565,K01090,COG0631T,9263,NM_012089.2,0.22,100,16199_3,NP_808821.2,7.00E-67,17.7,DEG10070095,15
CEG0400,15901569,K03060,COG1758K,1418,NM_000602.3,0.35,100,13013_1,NP_059995.2,3.00E-19,28.17,DEG10070096,15
CEG0199,15901579,K00969,COG1057H,385,NM_002424.2,0.19,100,16369_1,NP_073624.2,2.00E-61,22.53,DEG10070097,15
CEG0838,15901580,K07574,---,18085,NM_022454.3,0.09,95.65,06127_3,NP_115972.2,1.1,21.57,DEG10070098,15
CEG0588,15901581,K06948,COG1161R,13700,NM_014170.2,0.33,95.65,12823_1,NP_115689.1,2.00E-63,32.98,DEG10070099,15
CEG0592,15901582,K07015,COG2179R,8012,NM_001128631,0.039,100,16468_1,NP_064711.1,2.40E-02,35.56,DEG10070100,15
CEG1828,15901666,---,COG0399M,9863,NM_025195.2,0.37,95.65,16384_1,NP_064562.1,4.80E-01,34.29,DEG10070101,15
CEG1968,15901667,---,COG2148M,5430,NM_001039960,0.81,100,13766_1,NP_057205.2,9.40E-02,24.74,DEG10070102,15
CEG0537,15901714,K02032,COG4608E,9944,NM_019054.2,0.28,100,01370_1,NP_000918.2,4.00E-72,26.47,DEG10070103,15
CEG0288,15901716,K02034,COG1173EP,12022,NM_022782.2,4.3,95.24,10558_2,NP_001136121.1,2.3,26.13,DEG10070104,15
CEG0139,15901732,K04077,COG0459O,318,NM_199440.1,0.031,86.67,00318_2,NP_955472.1,6.00E-149,50.38,DEG10070105,15
CEG0170,15901791,K00954,COG0669H,6212,NM_152838.2,0.57,100,09786_1,NP_055854.1,2.00E-01,30.14,DEG10070106,15
CEG0813,15901861,K06346,COG1847R,7561,NM_018939.2,0.3,95.65,04562_1,NP_055641.3,8.00E-46,21.56,DEG10070107,15
CEG0099,15901862,K03217,COG0706U,7969,NM_024622.3,0.97,100,03043_1,NP_005006.3,3.00E-61,22.22,DEG10070108,15
CEG0080,15902010,K02314,COG0305L,9943,NM_175876.3,1.6,100,09143_1,NP_003698.1,1.30E-01,36.36,DEG10070109,15
CEG0175,15902024,K02006,COG1122P,19304,NM_001098612,0.99,100,12400_1,NP_525021.3,2.00E-71,25.9,DEG10070110,15
CEG0267,15902032,K00088,COG0516F,5593,NM_001142549,0.45,100,00895_1,NP_000875.2,0,39.91,DEG10070111,15
CEG2491,15902047,---,---,15752,NM_182490.1,0.21,100,05161_1,NP_002340.2,2.50E-01,44,DEG10070112,15
CEG0494,15902091,K00764,COG0034F,16818,NM_001005463,1.7,100,01402_1,NP_002694.3,0,39.15,DEG10070113,15
CEG0608,15902093,K11175,COG0299F,15124,NM_015288.4,0.64,100,00716_4,NP_001129478.1,1.00E-72,32.04,DEG10070114,15
CEG0535,15902125,K02025,COG4209G,13676,NM_014473.2,0.073,100,17514_1,NP_149106.2,2.2,28.13,DEG10070115,15
CEG0364,15902135,---,COG0463M,3464,NM_000104.3,0.088,100,04613_1,NP_003850.1,4.00E-03,27.42,DEG10070116,15
CEG0370,15902173,---,COG1214O,16966,NM_207497.1,0.2,100,10133_1,NP_060277.1,2.60E-02,24.77,DEG10070117,15
CEG0036,15902175,K01409,COG0533O,5442,NM_014002.2,1.2,95.45,07026_1,NP_071748.2,1.00E-113,33.93,DEG10070118,15
CEG0615,15902183,K00012,COG1004M,15867,NM_032530.1,0.023,100,04535_1,NP_003350.1,9.00E-139,25.68,DEG10070119,15
CEG0899,15902189,---,COG1296E,19425,NM_001012241,2.8,95.24,15516_2,NP_001098718.1,2.40E-01,39.47,DEG10070120,15
CEG0300,15902200,K03647,COG1780F,16728,NM_153610.3,0.045,95.83,00895_1,NP_000875.2,1.2,38.71,DEG10070121,15
CEG0451,15902217,---,COG1393P,15356,NM_024698.4,1.8,100,02509_1,NP_004516.2,9.20E-01,50,DEG10070122,15
CEG0065,15902254,K00939,COG0563F,14375,NM_001039845,0.19,100,00047_1,NP_001616.1,1.00E-68,35.98,DEG10070123,15
CEG0010,15902287,K01881,COG0442J,16239,NM_175612.1,2.2,100,13220_1,NP_689481.2,1.00E-83,34.85,DEG10070124,15
CEG0274,15902310,K00796,COG0294H,19478,NM_001373.1,1.1,100,15393_2,NP_113655.2,1.4,31.48,DEG10070125,15
CEG0262,15902311,K11754,COG0285H,5803,NM_003156.3,0.026,100,00642_2,NP_001018088.1,8.00E-124,33.65,DEG10070126,15
CEG0238,15902312,K01495,COG0302H,11336,NM_145036.3,0.16,100,02573_2,NP_001019195.1,2.00E-86,40.98,DEG10070127,15
CEG1723,15902313,K13940,COG0801H,5309,NM_001105214,0.96,100,14939_1,NP_001004685.1,7.60E-01,28.33,DEG10070128,15
CEG1697,15902348,K12556,COG0768M,1756,NM_002160.2,0.17,100,07548_2,NP_078966.2,3.20E-01,18.54,DEG10070129,15
CEG2492,15902372,---,---,8529,NM_015393.2,1.6,100,09025_1,NP_002145.3,2.40E-01,30,DEG10070130,15
CEG0653,15902382,K00869,COG1577I,7653,NM_018024.1,0.067,100,02015_2,NP_001107657.1,7.00E-58,22.43,DEG10070131,15
CEG1222,15902400,K02800,COG2213G,15741,NM_032265.1,2.1,100,09307_2,NP_004195.2,4.80E-01,29.09,DEG10070132,15
CEG0614,15902403,K00009,COG0246G,8623,NM_017785.4,0.34,100,01528_2,NP_722546.1,4.80E-01,35.29,DEG10070133,15
CEG0009,161410754,K01875,COG0172J,9764,NM_014297.3,1.5,95.45,15295_1,NP_060297.1,4.00E-164,30.84,DEG10070134,15
CEG0120,15902437,K02434,COG0064J,2444,NM_021083.2,0.11,100,04706_1,NP_004555.1,0,34.55,DEG10070135,15
CEG0291,15902439,K02435,COG0721J,9565,NM_001135107,1.4,100,00222_4,NP_065121.2,5.20E-01,24.58,DEG10070136,15
CEG0016,15902522,K02600,COG0195K,16149,NM_013237.2,1.3,100,07969_1,NP_078898.3,5.80E-02,26.04,DEG10070137,15
CEG0112,15902574,K01624,COG0191G,13189,NM_001098615,0.26,100,03875_2,NP_001003694.1,3.50E-02,28.07,DEG10070138,15
CEG0168,15902629,K00560,COG0207F,18177,NM_001083953,0.064,100,01774_1,NP_001062.1,2.00E-104,27.7,DEG10070139,15
CEG0115,15902647,K01925,COG0771M,1385,NM_001002021,0.41,95.65,03369_1,NP_001080.2,4.00E-02,29.76,DEG10070140,15
CEG0085,15902648,K02563,COG0707M,679,NM_001024094,0.32,100,14111_1,NP_777574.1,6.70E-02,29.2,DEG10070141,15
CEG0059,15902670,K04567,COG1190J,18100,NM_001128210,0.007,100,03249_1,AAG30114.1,3.00E-168,42.97,DEG10070142,15
CEG1774,15902690,---,---,11295,NM_018328.3,1.3,100,14097_1,NP_783864.1,9.00E-30,29,DEG10070143,15
CEG0359,15902710,K09812,COG2884D,9263,NM_012089.2,2.00E-07,92.68,02501_1,NP_005493.2,6.00E-65,28.51,DEG10070144,15
CEG0366,15902714,---,COG0513LKJ,6107,NM_001079518,0.4,100,09909_2,NP_987095.1,4.00E-130,31.33,DEG10070145,15
CEG0005,15902715,K00789,COG0192H,2013,NM_000429.2,0.091,95.83,02013_1,NP_000420.1,0,55.91,DEG10070146,15
CEG0110,15902773,K01491,COG0190H,2530,NM_001104631,0.28,100,01403_1,NP_005947.3,1.00E-113,42.32,DEG10070147,15
CEG0224,15902799,K08591,COG0344S,8698,NM_144632.3,0.048,100,,,no hit,no hit,DEG10070148,15
CEG0042,15902800,K02622,COG0187L,5189,NM_015069.2,0.15,100,00537_1,NP_001059.2,0,24.39,DEG10070149,15
CEG2080,15902832,---,COG4947S,1309,NM_000912.3,0.47,95.45,16853_2,NP_001136272.1,4.80E-01,42.86,DEG10070150,15
CEG0233,15902840,K00850,COG0205G,3101,NM_001295.2,0.3,100,01988_1,NP_000280.1,1.00E-117,41.35,DEG10070151,15
CEG0234,15902841,K00873,COG0469G,9418,NM_015132.4,0.45,100,01529_2,NP_002645.3,0,36.61,DEG10070152,15
CEG0060,15902889,K09903,COG0528F,5959,NM_015466.2,0.88,95.45,,,no hit,no hit,DEG10070153,15
CEG0541,15902900,K02237,COG1555L,1139,NM_032010.1,8.00E-04,96.3,13884_1,NP_085139.2,1.00E-28,29.11,DEG10070154,15
CEG0015,15902905,K02520,COG0290J,17216,NM_020894.2,0.17,95.65,17609_1,NP_690876.3,4.30E-02,25.53,DEG10070155,15
CEG1439,15902925,K06198,COG4469R,18454,NM_001013711,0.29,100,11292_2,NP_001092903.1,3.10E-01,28.04,DEG10070156,15
CEG0843,15902926,K08602,COG1164E,19597,NM_001012994,2.2,100,14068_2,NP_001074961.1,8.00E-03,26.19,DEG10070157,15
CEG0852,15902950,K09815,COG0803P,8558,NM_018296.5,0.28,100,04108_1,NP_004299.1,7.40E-02,27.35,DEG10070158,15
CEG0870,15903009,---,COG0110R,10501,NM_033036.2,0.084,100,07302_4,NP_851384.1,3.2,23.88,DEG10070159,15
CEG2493,15903016,---,---,2071,NM_000686.4,0.98,100,17513_1,NP_612380.1,1.8,26.79,DEG10070160,15
CEG0118,15903022,K02316,COG0358L,9071,NM_005852.3,0.54,100,10528_2,NP_891847.1,8.40E-02,35.71,DEG10070161,15
CEG0030,15903023,K03086,COG0568K,3928,NM_002852.3,0.33,100,02442_1,NP_004178.2,1.40E-01,25,DEG10070162,15
CEG1266,15903026,K03429,COG0438M,24,NM_002913.3,0.4,100,02410_1,NP_002632.1,1.00E-109,18.29,DEG10070163,15
CEG0068,15903036,K01265,COG0024J,14748,NM_001014990,0.065,95.83,10071_1,NP_055958.2,3.00E-90,29.03,DEG10070164,15
CEG1306,15903040,K03630,COG2003L,11815,NM_001014342,0.82,95.45,02449_1,NP_004645.2,2.10E-01,27.1,DEG10070165,15
CEG0191,15903045,K04487,COG1104E,16738,NM_016057.1,1.3,100,04597_1,NP_066923.3,2.00E-139,32.98,DEG10070166,15
CEG0001,15903068,K01972,COG0272L,15518,NM_001128224,2.3,100,00024_1,NP_002904.3,1.00E-29,51.32,DEG10070167,15
CEG0069,15903080,K01689,COG0148G,19130,NM_001080474,1.6,100,00573_1,NP_001966.1,0,48.74,DEG10070168,15
CEG0361,15903107,K11189,COG1925G,13249,NM_133637.2,0.019,100,07006_2,NP_001077395.1,4.5,29.63,DEG10070169,15
CEG0809,15903108,K06191,COG0695O,6072,NM_052822.2,1,100,12112_2,NP_932066.1,2.10E-02,34.88,DEG10070170,15
CEG0033,15903109,K00525,COG0209F,15750,NM_013362.2,0.65,100,01588_1,NP_001024.1,0,24.19,DEG10070171,15
CEG0737,15903124,K02773,COG1762GT,12183,NM_205861.1,1.2,95.24,05624_2,NP_057012.1,2,35.71,DEG10070172,15
CEG1091,15903154,K01598,COG0452H,4560,NM_003507.1,0.64,95.45,14377_1,NP_068595.3,5.00E-75,37.64,DEG10070173,15
CEG0371,15903193,---,COG2244R,10909,NM_001011537,0.11,100,13873_2,NP_065961.2,3.90E-01,32.93,DEG10070174,15
CEG0432,15903201,K07040,COG1399R,15606,NM_019116.2,0.63,95.45,10790_1,NP_085045.3,2.5,35.14,DEG10070175,15
CEG0166,15903290,K00075,COG0812M,2607,NM_000435.2,0.28,95.65,09298_1,NP_067076.2,1.3,29.87,DEG10070176,15
CEG2494,15903325,---,---,7566,NM_019093.2,0.22,95.65,13611_1,NP_055483.2,6.30E-01,27.63,DEG10070177,15
CEG0109,15903353,K01462,COG0242J,1025,NM_001135239,0.18,100,17829_1,NP_071736.1,1.00E-63,27.32,DEG10070178,15
